image_id,cc,sim,kld
COCO_val2014_000000157469,0.36578354239463806,0.4787953794002533,0.8960670232772827
COCO_val2014_000000211476,0.5403028130531311,0.6680669784545898,0.3603668510913849
COCO_val2014_000000569319,0.47134530544281006,0.42849618196487427,0.9599506855010986
COCO_val2014_000000173693,0.5256129503250122,0.3127884864807129,1.3285906314849854
COCO_val2014_000000543836,0.4755558967590332,0.4515581727027893,0.8736035227775574
COCO_val2014_000000106909,0.6697105765342712,0.6971315145492554,0.2804535925388336
COCO_val2014_000000048475,0.46986860036849976,0.6308928728103638,0.44315096735954285
COCO_val2014_000000042408,0.6446295976638794,0.5399163961410522,0.6380367875099182
COCO_val2014_000000034114,0.3612003028392792,0.6480041742324829,0.43757784366607666
COCO_val2014_000000081315,0.6410686373710632,0.7153971195220947,0.28270936012268066
COCO_val2014_000000462784,0.4273958206176758,0.5897145867347717,0.578744649887085
COCO_val2014_000000152598,0.1419675648212433,0.36320555210113525,1.4154467582702637
COCO_val2014_000000134096,0.5739458203315735,0.3986126184463501,1.0264575481414795
COCO_val2014_000000209898,0.35244354605674744,0.24572458863258362,1.724665880203247
COCO_val2014_000000485673,0.2501241862773895,0.4824299216270447,0.8692660927772522
COCO_val2014_000000486457,0.6095042824745178,0.7212892770767212,0.2525025010108948
COCO_val2014_000000142249,0.5525276064872742,0.40671682357788086,0.9839969873428345
COCO_val2014_000000365745,0.7266921997070312,0.7015499472618103,0.3713459372520447
COCO_val2014_000000200421,0.5641162395477295,0.4639319181442261,0.8541600704193115
COCO_val2014_000000564830,0.5115396976470947,0.6393582820892334,0.45774009823799133
COCO_val2014_000000256251,0.7267906069755554,0.64947509765625,0.3909916281700134
COCO_val2014_000000567881,0.708373486995697,0.6403719782829285,0.4235425591468811
COCO_val2014_000000017425,0.4606478214263916,0.49693140387535095,0.8499730229377747
COCO_val2014_000000345434,0.5693133473396301,0.5303192138671875,0.6654180288314819
COCO_val2014_000000528201,0.6120857000350952,0.42933332920074463,0.9091887474060059
COCO_val2014_000000123622,0.6898102164268494,0.7243415713310242,0.2606353163719177
COCO_val2014_000000529234,0.49246442317962646,0.5454610586166382,0.6282163858413696
COCO_val2014_000000312632,0.37234053015708923,0.6470739841461182,0.3775802552700043
COCO_val2014_000000091326,0.144219771027565,0.3338889181613922,1.5326015949249268
COCO_val2014_000000093948,0.6637450456619263,0.5537405610084534,0.6009409427642822
COCO_val2014_000000188136,0.6655974388122559,0.6948957443237305,0.32520362734794617
COCO_val2014_000000527440,0.6501714587211609,0.5746839046478271,0.5764901638031006
