image_id,B1_cc,M1_cc,delta_cc,B1_sim,M1_sim,delta_sim,B1_kld,M1_kld,delta_kld
COCO_val2014_000000020650,0.907688558101654,0.9244227409362793,0.016734182834625244,0.8538856506347656,0.8616930246353149,0.007807374000549316,0.09052222967147827,0.07583247125148773,-0.01468975841999054
COCO_val2014_000000020671,0.8752530217170715,0.8852195143699646,0.009966492652893066,0.7188986539840698,0.7221981883049011,0.003299534320831299,0.2950085699558258,0.262433260679245,-0.03257530927658081
COCO_val2014_000000020925,0.9733552932739258,0.9671381711959839,-0.0062171220779418945,0.8581736087799072,0.8364368081092834,-0.02173680067062378,0.08396472036838531,0.12340106070041656,0.03943634033203125
COCO_val2014_000000020979,0.8952732086181641,0.9296991229057312,0.03442591428756714,0.8054364919662476,0.8227741718292236,0.017337679862976074,0.12045013159513474,0.12475954741239548,0.004309415817260742
COCO_val2014_000000021639,0.8216046094894409,0.8503311276435852,0.028726518154144287,0.7378103733062744,0.7572692632675171,0.019458889961242676,0.2301402986049652,0.1984100341796875,-0.03173026442527771
COCO_val2014_000000022118,0.9212021827697754,0.9340286254882812,0.01282644271850586,0.8465811610221863,0.8437464237213135,-0.0028347373008728027,0.07081986218690872,0.06405586004257202,-0.0067640021443367004
COCO_val2014_000000022271,0.8937577605247498,0.9114306569099426,0.01767289638519287,0.8218186497688293,0.821124792098999,-0.0006938576698303223,0.12276145815849304,0.12444499135017395,0.0016835331916809082
COCO_val2014_000000022671,0.9400146007537842,0.9298005700111389,-0.010214030742645264,0.8109720349311829,0.7978265881538391,-0.01314544677734375,0.1420116424560547,0.12992623448371887,-0.012085407972335815
COCO_val2014_000000023201,0.9068954586982727,0.8789629340171814,-0.02793252468109131,0.7792752981185913,0.7522281408309937,-0.027047157287597656,0.1617470681667328,0.21980933845043182,0.058062270283699036
COCO_val2014_000000023807,0.9272469282150269,0.922822117805481,-0.0044248104095458984,0.8113376498222351,0.8265460729598999,0.015208423137664795,0.11393380165100098,0.1008840799331665,-0.013049721717834473
COCO_val2014_000000024104,0.8618046641349792,0.8896690011024475,0.02786433696746826,0.8283413648605347,0.8393149375915527,0.010973572731018066,0.10884324461221695,0.08784489333629608,-0.020998351275920868
COCO_val2014_000000024223,0.8766576051712036,0.9015294909477234,0.024871885776519775,0.8275871276855469,0.8285391330718994,0.0009520053863525391,0.1309717893600464,0.10642994940280914,-0.024541839957237244
COCO_val2014_000000024243,0.9573848247528076,0.9499592185020447,-0.0074256062507629395,0.7990357875823975,0.7929856181144714,-0.006050169467926025,0.16032454371452332,0.1600911170244217,-0.00023342669010162354
COCO_val2014_000000024610,0.8994930386543274,0.9051995277404785,0.005706489086151123,0.8339900970458984,0.8231873512268066,-0.010802745819091797,0.09504401683807373,0.09143425524234772,-0.003609761595726013
COCO_val2014_000000024693,0.8920190930366516,0.8975120782852173,0.005492985248565674,0.8391112089157104,0.8442820906639099,0.005170881748199463,0.09228618443012238,0.0919870138168335,-0.0002991706132888794
COCO_val2014_000000025550,0.8653981685638428,0.8678608536720276,0.0024626851081848145,0.7189185619354248,0.7411683797836304,0.022249817848205566,0.2732815444469452,0.21922938525676727,-0.05405215919017792
COCO_val2014_000000025560,0.7918248176574707,0.7542745471000671,-0.037550270557403564,0.7293628454208374,0.6770471334457397,-0.052315711975097656,0.3087913393974304,0.4648225009441376,0.15603116154670715
COCO_val2014_000000025595,0.8776484727859497,0.8170647025108337,-0.06058377027511597,0.7707748413085938,0.7210085988044739,-0.04976624250411987,0.16158688068389893,0.22970956563949585,0.06812268495559692
COCO_val2014_000000025603,0.9154756665229797,0.9220630526542664,0.006587386131286621,0.7251342535018921,0.7259876132011414,0.0008533596992492676,0.24754256010055542,0.268362820148468,0.020820260047912598
COCO_val2014_000000025853,0.9122737646102905,0.8923320174217224,-0.019941747188568115,0.8303173780441284,0.7902865409851074,-0.040030837059020996,0.10164351016283035,0.17879246175289154,0.07714895159006119
COCO_val2014_000000025860,0.8033310770988464,0.7642405033111572,-0.03909057378768921,0.590185284614563,0.5822024345397949,-0.007982850074768066,0.5126550197601318,0.5424569845199585,0.02980196475982666
COCO_val2014_000000026363,0.9223628640174866,0.9408761858940125,0.01851332187652588,0.8037868738174438,0.8480610251426697,0.04427415132522583,0.15201511979103088,0.09754781424999237,-0.05446730554103851
COCO_val2014_000000026611,0.8564574122428894,0.8645967245101929,0.008139312267303467,0.7985990047454834,0.7558964490890503,-0.042702555656433105,0.14500394463539124,0.20803393423557281,0.06302998960018158
COCO_val2014_000000026992,0.9617369771003723,0.9636796712875366,0.0019426941871643066,0.8808035850524902,0.8741471767425537,-0.0066564083099365234,0.050605446100234985,0.04522547125816345,-0.005379974842071533
COCO_val2014_000000027478,0.8459436893463135,0.8897224068641663,0.04377871751785278,0.6595295667648315,0.728386402130127,0.06885683536529541,0.3498880863189697,0.23033928871154785,-0.11954879760742188
COCO_val2014_000000027493,0.8197866082191467,0.8445391058921814,0.024752497673034668,0.7799246311187744,0.7990447282791138,0.019120097160339355,0.2414679229259491,0.202999547123909,-0.0384683758020401
